seed,agent_a,agent_b,turns,placement_a,placement_b,score_a,turns_survived_a,turns_survived_b,final_length_a,final_length_b
24,MCTS-Vanilla,MCTS-All,168,2,1,0.0,168,168,24,23
25,MCTS-Vanilla,MCTS-All,200,2,1,0.0,200,200,20,28
26,MCTS-Vanilla,MCTS-All,161,1,2,1.0,161,161,23,23
27,MCTS-Vanilla,MCTS-All,145,1,2,1.0,145,145,22,25
28,MCTS-Vanilla,MCTS-All,36,2,1,0.0,36,36,3,7
29,MCTS-Vanilla,MCTS-All,177,1,2,1.0,177,177,27,23
30,MCTS-Vanilla,MCTS-All,116,2,1,0.0,116,116,13,15
31,MCTS-Vanilla,MCTS-All,51,1,2,1.0,51,51,10,8
32,MCTS-Vanilla,MCTS-All,14,1,2,1.0,14,14,4,4
33,MCTS-Vanilla,MCTS-All,200,2,1,0.0,200,200,23,24
34,MCTS-Vanilla,MCTS-All,200,1,2,1.0,200,200,20,18
35,MCTS-Vanilla,MCTS-All,200,2,1,0.0,200,200,15,28
36,MCTS-Vanilla,MCTS-All,200,2,1,0.0,200,200,25,27
37,MCTS-Vanilla,MCTS-All,200,2,1,0.0,200,200,24,29
38,MCTS-Vanilla,MCTS-All,200,2,1,0.0,200,200,29,32
39,MCTS-Vanilla,MCTS-All,28,2,1,0.0,28,28,6,8
0,Random,Heuristic,82,2,1,0.0,82,82,4,6
1,Random,Heuristic,110,2,1,0.0,110,110,6,11
2,Random,Heuristic,32,2,1,0.0,32,32,3,4
3,Random,Heuristic,2,2,1,0.0,2,2,3,3
4,Random,Heuristic,29,2,1,0.0,29,29,3,4
5,Random,Heuristic,16,2,1,0.0,16,16,3,4
6,Random,Heuristic,2,2,1,0.0,2,2,3,3
7,Random,Heuristic,2,2,1,0.0,2,2,3,3
8,Random,Heuristic,39,2,1,0.0,39,39,3,8
9,Random,Heuristic,25,2,1,0.0,25,25,3,7
10,Random,Heuristic,2,2,1,0.0,2,2,3,3
11,Random,Heuristic,15,2,1,0.0,15,15,3,4
12,Random,Heuristic,69,2,1,0.0,69,69,6,9
13,Random,Heuristic,2,2,1,0.0,2,2,3,3
14,Random,Heuristic,90,2,1,0.0,90,90,8,13
15,Random,Heuristic,64,2,1,0.0,64,64,6,10
16,Random,Heuristic,61,2,1,0.0,61,61,4,9
17,Random,Heuristic,60,2,1,0.0,60,60,4,8
18,Random,Heuristic,2,2,1,0.0,2,2,3,3
19,Random,Heuristic,76,2,1,0.0,76,76,8,10
20,Random,Heuristic,65,2,1,0.0,65,65,5,8
21,Random,Heuristic,2,2,1,0.0,2,2,3,3
22,Random,Heuristic,2,2,1,0.0,2,2,3,3
23,Random,Heuristic,2,2,1,0.0,2,2,3,3
24,Random,Heuristic,161,2,1,0.0,161,161,16,23
25,Random,Heuristic,105,2,1,0.0,105,105,8,7
26,Random,Heuristic,22,2,1,0.0,22,22,4,5
27,Random,Heuristic,85,2,1,0.0,85,85,8,15
28,Random,Heuristic,2,2,1,0.0,2,2,3,3
29,Random,Heuristic,78,2,1,0.0,78,78,4,9
30,Random,Heuristic,54,2,1,0.0,54,54,5,9
31,Random,Heuristic,9,2,1,0.0,9,9,3,4
32,Random,Heuristic,70,2,1,0.0,70,70,5,15
33,Random,Heuristic,62,2,1,0.0,62,62,5,10
34,Random,Heuristic,29,2,1,0.0,29,29,4,5
35,Random,Heuristic,2,2,1,0.0,2,2,3,3
36,Random,Heuristic,99,2,1,0.0,99,99,8,13
37,Random,Heuristic,39,2,1,0.0,39,39,4,5
38,Random,Heuristic,66,2,1,0.0,66,66,5,12
39,Random,Heuristic,32,2,1,0.0,32,32,3,5
0,Random,MCTS-All,2,2,1,0.0,2,2,3,3
1,Random,MCTS-All,113,2,1,0.0,113,113,9,14
2,Random,MCTS-All,45,2,1,0.0,45,45,4,8
3,Random,MCTS-All,2,2,1,0.0,2,2,3,3
4,Random,MCTS-All,66,2,1,0.0,66,66,4,11
5,Random,MCTS-All,15,2,1,0.0,15,15,3,4
6,Random,MCTS-All,41,2,1,0.0,41,41,6,7
7,Random,MCTS-All,2,2,1,0.0,2,2,3,3
8,Random,MCTS-All,78,2,1,0.0,78,78,4,16
9,Random,MCTS-All,10,2,1,0.0,10,10,3,6
10,Random,MCTS-All,27,2,1,0.0,27,27,5,6
11,Random,MCTS-All,29,2,1,0.0,29,29,3,7
12,Random,MCTS-All,112,2,1,0.0,112,112,9,15
13,Random,MCTS-All,94,2,1,0.0,94,94,6,13
14,Random,MCTS-All,103,2,1,0.0,103,103,9,13
15,Random,MCTS-All,77,2,1,0.0,77,77,6,16
16,Random,MCTS-All,2,2,1,0.0,2,2,3,3
17,Random,MCTS-All,71,2,1,0.0,71,71,5,10
18,Random,MCTS-All,17,2,1,0.0,17,17,3,4
19,Random,MCTS-All,80,2,1,0.0,80,80,7,12
20,Random,MCTS-All,19,2,1,0.0,19,19,4,6
21,Random,MCTS-All,95,2,1,0.0,95,95,11,16
22,Random,MCTS-All,36,2,1,0.0,36,36,3,7
23,Random,MCTS-All,100,2,1,0.0,100,100,9,20
24,Random,MCTS-All,2,2,1,0.0,2,2,3,3
25,Random,MCTS-All,132,2,1,0.0,132,132,9,20
26,Random,MCTS-All,2,2,1,0.0,2,2,3,3
27,Random,MCTS-All,41,2,1,0.0,41,41,4,8
28,Random,MCTS-All,164,2,1,0.0,164,164,17,23
29,Random,MCTS-All,2,2,1,0.0,2,2,3,3
30,Random,MCTS-All,108,2,1,0.0,108,108,8,15
31,Random,MCTS-All,60,2,1,0.0,60,60,6,12
32,Random,MCTS-All,111,2,1,0.0,111,111,7,22
33,Random,MCTS-All,176,2,1,0.0,176,176,13,21
34,Random,MCTS-All,2,2,1,0.0,2,2,3,3
35,Random,MCTS-All,57,2,1,0.0,57,57,4,9
36,Random,MCTS-All,2,2,1,0.0,2,2,3,3
37,Random,MCTS-All,2,2,1,0.0,2,2,3,3
38,Random,MCTS-All,143,2,1,0.0,143,143,12,25
39,Random,MCTS-All,2,2,1,0.0,2,2,3,3
0,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
1,Random,MCTS-Vanilla,32,2,1,0.0,32,32,4,7
2,Random,MCTS-Vanilla,53,2,1,0.0,53,53,5,8
3,Random,MCTS-Vanilla,56,2,1,0.0,56,56,5,6
4,Random,MCTS-Vanilla,126,2,1,0.0,126,126,11,15
5,Random,MCTS-Vanilla,18,2,1,0.0,18,18,4,5
6,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
7,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
8,Random,MCTS-Vanilla,45,2,1,0.0,45,45,5,9
9,Random,MCTS-Vanilla,74,1,2,1.0,74,74,11,10
10,Random,MCTS-Vanilla,118,2,1,0.0,118,118,14,15
11,Random,MCTS-Vanilla,144,2,1,0.0,144,144,18,27
12,Random,MCTS-Vanilla,19,2,1,0.0,19,19,3,4
13,Random,MCTS-Vanilla,35,2,1,0.0,35,35,4,6
14,Random,MCTS-Vanilla,98,2,1,0.0,98,98,9,9
15,Random,MCTS-Vanilla,58,2,1,0.0,58,58,7,9
16,Random,MCTS-Vanilla,58,2,1,0.0,58,58,9,5
17,Random,MCTS-Vanilla,20,2,1,0.0,20,20,3,4
18,Random,MCTS-Vanilla,180,2,1,0.0,180,180,14,20
19,Random,MCTS-Vanilla,38,2,1,0.0,38,38,4,7
20,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
21,Random,MCTS-Vanilla,51,2,1,0.0,51,51,8,10
22,Random,MCTS-Vanilla,53,2,1,0.0,53,53,4,8
23,Random,MCTS-Vanilla,24,2,1,0.0,24,24,4,5
24,Random,MCTS-Vanilla,69,2,1,0.0,69,69,6,10
25,Random,MCTS-Vanilla,123,2,1,0.0,123,123,11,14
26,Random,MCTS-Vanilla,53,2,1,0.0,53,53,4,11
27,Random,MCTS-Vanilla,15,2,1,0.0,15,15,5,5
28,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
29,Random,MCTS-Vanilla,30,2,1,0.0,30,30,4,6
30,Random,MCTS-Vanilla,90,2,1,0.0,90,90,4,11
31,Random,MCTS-Vanilla,35,2,1,0.0,35,35,4,10
32,Random,MCTS-Vanilla,118,2,1,0.0,118,118,18,22
33,Random,MCTS-Vanilla,84,2,1,0.0,84,84,4,13
34,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
35,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
36,Random,MCTS-Vanilla,101,2,1,0.0,101,101,11,17
37,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
38,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
39,Random,MCTS-Vanilla,59,2,1,0.0,59,59,4,10
0,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,26,20
1,Heuristic,MCTS-HeurRollout,200,2,1,0.0,200,200,13,26
2,Heuristic,MCTS-HeurRollout,200,2,1,0.0,200,200,22,26
3,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,24,24
4,Heuristic,MCTS-HeurRollout,54,1,2,1.0,54,54,7,6
5,Heuristic,MCTS-HeurRollout,85,1,2,1.0,85,85,11,10
6,Heuristic,MCTS-HeurRollout,129,1,2,1.0,129,129,9,16
7,Heuristic,MCTS-HeurRollout,129,1,2,1.0,129,129,16,17
8,Heuristic,MCTS-HeurRollout,44,1,2,1.0,44,44,9,6
9,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,40,21
10,Heuristic,MCTS-HeurRollout,141,1,2,1.0,141,141,19,18
11,Heuristic,MCTS-HeurRollout,174,2,1,0.0,174,174,25,25
12,Heuristic,MCTS-HeurRollout,199,1,2,1.0,199,199,28,25
13,Heuristic,MCTS-HeurRollout,161,1,2,1.0,161,161,19,18
14,Heuristic,MCTS-HeurRollout,73,1,2,1.0,73,73,11,9
15,Heuristic,MCTS-HeurRollout,83,1,2,1.0,83,83,10,11
16,Heuristic,MCTS-HeurRollout,190,2,1,0.0,190,190,33,20
17,Heuristic,MCTS-HeurRollout,172,2,1,0.0,172,172,21,24
18,Heuristic,MCTS-HeurRollout,126,1,2,1.0,126,126,11,15
19,Heuristic,MCTS-HeurRollout,181,2,1,0.0,181,181,20,23
20,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,31,23
21,Heuristic,MCTS-HeurRollout,182,2,1,0.0,182,182,25,23
22,Heuristic,MCTS-HeurRollout,200,2,1,0.0,200,200,24,26
23,Heuristic,MCTS-HeurRollout,198,2,1,0.0,198,198,22,32
24,Heuristic,MCTS-HeurRollout,200,2,1,0.0,200,200,27,28
25,Heuristic,MCTS-HeurRollout,142,1,2,1.0,142,142,16,20
26,Heuristic,MCTS-HeurRollout,200,2,1,0.0,200,200,26,29
27,Heuristic,MCTS-HeurRollout,147,2,1,0.0,147,147,22,25
28,Heuristic,MCTS-HeurRollout,172,1,2,1.0,172,172,24,24
29,Heuristic,MCTS-HeurRollout,187,1,2,1.0,187,187,33,24
30,Heuristic,MCTS-HeurRollout,185,1,2,1.0,185,185,21,20
31,Heuristic,MCTS-HeurRollout,200,2,1,0.0,200,200,24,27
32,Heuristic,MCTS-HeurRollout,178,1,2,1.0,178,178,31,30
33,Heuristic,MCTS-HeurRollout,90,1,2,1.0,90,90,13,11
34,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,22,22
35,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,30,19
36,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,30,25
37,Heuristic,MCTS-HeurRollout,187,1,2,1.0,187,187,24,26
38,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,34,30
39,Heuristic,MCTS-HeurRollout,200,1,2,1.0,200,200,28,25
0,Heuristic,MCTS-Prior,200,2,1,0.0,200,200,18,23
1,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
2,Heuristic,MCTS-Prior,165,1,2,1.0,165,165,22,20
3,Heuristic,MCTS-Prior,200,1,2,1.0,200,200,30,22
4,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
5,Heuristic,MCTS-Prior,122,1,2,1.0,122,122,15,12
6,Heuristic,MCTS-Prior,130,1,2,1.0,130,130,12,18
7,Heuristic,MCTS-Prior,22,1,2,1.0,22,22,10,4
8,Heuristic,MCTS-Prior,33,1,2,1.0,33,33,8,6
9,Heuristic,MCTS-Prior,155,2,1,0.0,155,155,22,29
10,Heuristic,MCTS-Prior,107,1,2,1.0,107,107,17,12
11,Heuristic,MCTS-Prior,177,2,1,0.0,177,177,25,26
12,Heuristic,MCTS-Prior,52,2,1,0.0,52,52,4,9
13,Heuristic,MCTS-Prior,200,1,2,1.0,200,200,28,23
14,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
15,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
16,Heuristic,MCTS-Prior,26,1,2,1.0,26,26,4,3
17,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
18,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
19,Heuristic,MCTS-Prior,2,1,2,1.0,2,2,3,3
20,Heuristic,MCTS-Prior,11,1,2,1.0,11,11,4,3
